,Date of Sale,Product,Product Category,Quantity,Total Price,Total Profit,Payment Type,Customer Age Category,Customer Location,Customer ID,Customer Gender
396,2024-03-21,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,PayPal,45-54,Tipperary,4740,Male
397,2024-03-21,Black Slim Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,18-24,Galway,7337,Male
398,2024-03-22,Mola Headlamp,Homeware → Design,2,€86.00,€34.40,Credit Card,35-44,Limerick,18169,Female
399,2024-03-22,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€16.50,€8.41,Credit Card,25-34,Cork,4447,Female
400,2024-03-22,Navy/White Long Sleeve Gingham Cheque Shirt,Men → Shirts,2,€58.00,€22.04,Debit Card,25-34,Louth,13066,Male
401,2024-03-22,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Debit Card,45-54,Cork,6316,Prefer not to say
402,2024-03-22,Dark Blue Belted Jeans,Men → Jeans,1,€29.00,€11.60,Debit Card,35-44,Dublin,2253,Male
403,2024-03-22,Nude Peep Toe Cork Wedges,Women → Shoes,2,€79.20,€30.80,Debit Card,35-44,Cork,14284,Female
404,2024-03-22,Fluro Shorts Two Pack,Children → Boys Wear,4,€70.00,€35.70,Debit Card,18-24,Dublin,6887,Female
405,2024-03-22,Pink Linen Blend Parallel Trousers,Men → Trousers,2,€70.00,€34.30,PayPal,25-34,Wicklow,6278,Female
406,2024-03-23,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€26.00,€13.26,Credit Card,55-64,Wicklow,12569,Male
407,2024-03-23,Black Jersey Denim Leggings,Men → Trousers,1,€57.00,€27.93,Debit Card,25-34,Limerick,2509,Male
408,2024-03-23,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Debit Card,55-64,Dublin,7819,Female
409,2024-03-24,Long Sleeve Swing Shirt,Women → Tops,2,€63.00,€35.00,Debit Card,18-24,Kerry,5191,Male
410,2024-03-24,Navy/White Long Sleeve Gingham Cheque Shirt,Men → Shirts,2,€58.00,€22.04,Credit Card,25-34,Carlow,1312,Male
411,2024-03-24,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,€ 17.50,€8.93,Credit Card,25-34,Cork,4909,Female
412,24 Mar 2024,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€14.85,€6.76,Voucher,25-34,Limerick,16691,Male
413,2024-03-24,Long Sleeve Swing Shirt,Women → Tops,1,€ 31.50,€17.50,CC,25-34,Dublin,5279,Male
414,24 Mar 2024,Navy Linen Blend Dress,Women → Dresses,1,€30.00,€15.00,Debit Card,25-34,Cork,19116,Male
415,2024-03-25,Tan Leather Woven Slingbacks,Men → Shoes,1,€43.00,€19.35,Debit Card,35-44,Dublin,10606,Female
416,2024-03-25,Knitted Pom Pom Throw,Homeware → Bed Bath,1,€29.70,€8.25,Credit Card,25-34,Leitrim,4569,Female
417,2024-03-25,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,Credit Card,25-34,Mayo,16797,Male
418,25 Mar 2024,Floral Embroidered Kaftan,Children → Girls Wear,1,€32.00,€16.32,Credit Card,18-24,Dublin,3344,Male
419,2024-03-25,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,4,€86.00,€43.86,Debit Card,None,Kerry,2172,Female
420,2024-03-26,Black Single Cuff Shirt,Men → Shirts,3,€126.00,€47.88,Credit Card,25-34,Dublin,5875,Prefer not to say
421,2024-03-26,Grey Marl Panda Face Crew,Children → Boys Wear,3,€34.50,€17.59,Debit Card,18-24,Dublin,3375,Male
422,2024-03-26,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Debit Card,35-44,Dublin,5287,Male
423,2024-03-26,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,2,€43.00,€21.93,Debit Card,25-34,Galway,13247,Female
424,2024-03-27,Orange/Navy Shorts Three Pack,Children → Girls Wear,2,€33.00,€16.83,Debit Card,35-44,Cork,10378,Female
425,2024-03-27,Floral Embroidered Kaftan,Children → Girls Wear,1,€32.00,€16.32,Credit Card,45-54,Kildare,5459,Male
426,2024-03-27,Black Single Cuff Shirt,Men → Shirts,3,€126.00,€47.88,CC,25-34,Westmeath,9787,Female
427,2024-03-27,Orange/Navy Shorts Three Pack,Children → Girls Wear,2,€29.70,€13.53,Credit Card,18-24,Cork,4503,Female
428,2024-03-27,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€16.50,€8.41,Credit Card,45-54,Cork,3974,Male
429,2024-03-27,Lodge Women's Shirt,Women → Tops,1,€33.30,€18.50,Credit Card,18-24,Cavan,7850,Female
430,2024-03-27,Ultimate Feels Like Down Duvet,Homeware → Bed Bath,2,€ 136.00,€47.60,Credit Card,18-24,Limerick,2794,Male
431,2024-03-28,Black Single Cuff Shirt,Men → Shirts,3,€126.00,€47.88,Debit Card,35-44,Laois,11662,Male
432,2024-03-28,White Colour Block T-Shirt,Children → Boys Wear,3,€67.50,€34.42,Credit Card,25-34,Wicklow,19147,Female
433,2024-03-28,Lattice Runner,Homeware → Design,3,€258.00,€103.20,Credit Card,35-44,Cork,2084,Male
434,2024-03-29,Leather Court Shoes,Men → Shoes,3,€ 111.00,€49.95,Credit Card,25-34,Wicklow,19147,Female
435,2024-03-29,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,3,€52.50,€26.77,Credit Card,25-34,Dublin,8753,Female
436,2024-03-29,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,4,€74.00,€37.74,Credit Card,18-24,Clare,1244,Male
437,2024-03-29,Light Blue Ditsy Slub Dress,Women → Dresses,1,€22.50,€11.25,Debit Card,35-44,Dublin,2253,Male
438,2024-03-30,White Colour Block T-Shirt,Children → Boys Wear,3,€67.50,€34.42,Debit Card,35-44,Dublin,7247,Female
439,2024-03-30,Ultimate Feels Like Down Duvet,Homeware → Bed Bath,2,€136.00,€47.60,Credit Card,25-34,Dublin,16631,Female
440,2024-03-30,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€29.00,€11.02,CC,25-34,Cork,1969,Male
441,2024-03-30,Navy Short Sleeve Linen Blend Shirt,Men → Shirts,1,€ 21.15,€6.58,Voucher,25-34,Dublin,1116,Female
442,2024-03-30,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Debit Card,25-34,Limerick,4383,Male
443,2024-03-30,Set of 3 Animal Canvas Prints,Homeware → Design,1,€23.50,€9.40,Credit Card,45-54,Roscommon,5300,Female
444,2024-03-31,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€ 16.50,€8.41,Debit Card,35-44,Limerick,18169,Female
445,2024-03-31,Crinkle Velvet Bed Set,Homeware → Bed Bath,2,€110.00,€38.50,Credit Card,25-34,Dublin,16256,Female
446,2024-03-31,Light Blue Ditsy Slub Dress,Women → Dresses,1,€22.50,€11.25,Credit Card,35-44,Clare,12275,Male
447,2024-04-01,Dawson Trolley,Homeware → Design,1,€57.00,€22.80,CC,35-44,Kildare,3419,Female
448,01 Apr 2024,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Credit Card,25-34,Dublin,17791,Male
449,01 Apr 2024,Floral Embroidered Kaftan,Children → Girls Wear,2,€64.00,€32.64,Credit Card,25-34,Dublin,13287,Female
450,2024-04-01,Black Single Cuff Shirt,Men → Shirts,2,€84.00,€31.92,PayPal,25-34,Dublin,12050,Male
451,2024-04-01,White Short Sleeve Bird Print Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,35-44,Dublin,6640,Female
452,2024-04-01,Cream Vintage Bin,Homeware → Bed Bath,4,€259.20,€72.00,Credit Card,35-44,Dublin,4387,Female
453,2024-04-01,White Short Sleeve Oxford Shirt,Men → Shirts,1,€53.00,€20.14,Credit Card,35-44,Tipperary,14328,Female
454,2024-04-02,Floral Embroidered Kaftan,Children → Girls Wear,3,€96.00,€48.96,Debit Card,25-34,Dublin,18594,Male
455,2024-04-02,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,3,€55.50,€28.30,CC,55-64,Kilkenny,3128,Female
456,2024-04-02,Navy Suede Loafers,Men → Shoes,1,€35.00,€15.75,Debit Card,45-54,Mayo,19256,Male
457,2024-04-02,Light Grey Straight Fit Jeans,Men → Jeans,1,€29.00,€11.60,Credit Card,35-44,Wexford,16928,Female
458,2024-04-03,Crinkle Velvet Bed Set,Homeware → Bed Bath,2,€110.00,€38.50,Credit Card,25-34,Kildare,14619,Male
459,2024-04-03,Orange/Navy Shorts Three Pack,Children → Girls Wear,2,€33.00,€16.83,Credit Card,45-54,Dublin,15559,Male
460,2024-04-03,Crinkle Velvet Bed Set,Homeware → Bed Bath,2,€110.00,€38.50,Credit Card,18-24,Kerry,18541,Male
461,2024-04-04,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,CC,65+,Meath,18328,Female
462,2024-04-04,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,CC,25-34,Dublin,9703,Female
463,2024-04-04,White Polo Two Pack,Children → Girls Wear,1,€7.50,€3.83,CC,35-44,Offaly,5337,Prefer not to say
464,2024-04-04,White Colour Block T-Shirt,Children → Boys Wear,3,€67.50,€34.42,Credit Card,45-54,Dublin,7106,Prefer not to say
465,2024-04-04,Rose Gold Two Tier Drainer,Homeware → Design,2,€ 62.00,€24.80,Credit Card,25-34,Mayo,4911,Male
466,2024-04-05,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,Debit Card,18-24,Kilkenny,5398,Female
467,2024-04-05,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,Debit Card,25-34,Waterford,18369,Female
468,2024-04-05,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,Credit Card,25-34,Tipperary,14687,Female
469,2024-04-05,Floral Embroidered Kaftan,Children → Girls Wear,2,€64.00,€32.64,Credit Card,18-24,Laois,11091,Prefer not to say
470,2024-04-06,Light Blue Ditsy Slub Dress,Women → Dresses,1,€22.50,€11.25,PayPal,35-44,Waterford,12159,Male
471,2024-04-06,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,25-34,Clare,5942,Female
472,07 Apr 2024,Fluro Shorts Two Pack,Children → Boys Wear,1,€17.50,€8.93,Credit Card,45-54,Galway,9044,Female
473,2024-04-07,Blue Floral Embroidered Mac,Children → Girls Wear,1,€31.50,€14.35,Credit Card,25-34,Meath,12378,Male
474,2024-04-07,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,18-24,Dublin,4584,Male
475,2024-04-08,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€26.00,€13.26,Debit Card,25-34,Dublin,7634,Male
476,2024-04-08,Lunar Cirque Blouse,Women → Tops,2,€43.20,€24.00,Credit Card,25-34,Dublin,1250,Female
477,2024-04-08,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,3,€52.50,€26.77,Debit Card,65+,Kildare,12769,Male
478,2024-04-08,Light Blue Ditsy Slub Dress,Women → Dresses,1,€22.50,€11.25,PayPal,18-24,Wexford,1747,Female
479,2024-04-08,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€16.50,€8.41,CC,18-24,Dublin,2641,Male
480,2024-04-09,Light Grey Straight Fit Jeans,Men → Jeans,2,€52.20,€17.40,Credit Card,35-44,Mayo,3428,Male
481,2024-04-09,Light Grey Straight Fit Jeans,Men → Jeans,1,€29.00,€11.60,Credit Card,35-44,Limerick,1344,Male
482,2024-04-09,Lattice Runner,Homeware → Design,4,€344.00,€137.60,Credit Card,35-44,Galway,5012,Female
483,2024-04-09,Chevron Pattern Towering Heels,Men → Shoes,1,€57.00,€25.65,Credit Card,25-34,Laois,7123,Female
484,2024-04-09,Ayres Chambray Top,Women → Tops,1,€56.70,€31.50,Credit Card,18-24,Kildare,19441,Male
485,2024-04-10,Metallic Cross Strap Block Heels,Men → Shoes,1,€65.00,€29.25,Credit Card,25-34,Kerry,13994,Female
486,10 Apr 2024,Navy/White Long Sleeve Gingham Cheque Shirt,Men → Shirts,-1,€ 26.10,€8.12,Debit Card,25-34,Cork,3787,Male
487,2024-04-10,Mid Blue Straight Fit Jeans,Men → Jeans,1,€38.00,€15.20,Debit Card,45-54,Dublin,16047,Female
488,2024-04-10,Pink Cheque Shirt Dress,Children → Girls Wear,-1,€16.50,€8.41,Credit Card,45-54,Tipperary,18231,Female
489,2024-04-10,Red/Charcoal Joggers Two Pack,Children → Boys Wear,1,€15.00,€7.65,Credit Card,35-44,Cork,3812,Female
490,2024-04-10,White Tie and Shirt Set,Men → Shirts,5,€175.00,€66.50,Credit Card,25-34,Limerick,2509,Male
491,2024-04-11,Camp Stool,Homeware → Design,7,€ 115.50,€46.20,Credit Card,25-34,Leitrim,16497,Female
492,2024-04-11,Navy Chino Trousers,Men → Trousers,2,€72.00,€35.28,CC,35-44,Cork,11931,Female
493,2024-04-11,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Credit Card,45-54,Limerick,13847,Male
494,2024-04-12,Floral Embroidered Kaftan,Children → Girls Wear,1,€32.00,€16.32,Credit Card,35-44,Cork,10403,Female
495,2024-04-12,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,Voucher,18-24,Kildare,5081,Female
496,2024-04-12,Chevron Pattern Towering Heels,Men → Shoes,1,€51.30,€19.95,Debit Card,65+,Dublin,15656,Female
497,2024-04-12,Metallic Cross Strap Block Heels,Women → Shoes,1,€58.50,€22.75,Debit Card,25-34,Galway,15553,Female
498,2024-04-12,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€16.50,€8.41,Credit Card,18-24,Leitrim,18412,Female
499,2024-04-12,Navy Jersey Joggers,Men → Trousers,2,€43.20,€18.72,Credit Card,35-44,Meath,6294,Female
500,2024-04-13,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,25-34,Kildare,15912,Female
501,2024-04-13,Red/Charcoal Joggers Two Pack,Children → Boys Wear,1,€15.00,€7.65,Credit Card,35-44,Dublin,2887,Male
502,2024-04-13,Black Slim Fit Jeans with Stretch,Men → Jeans,2,€82.80,€27.60,Debit Card,35-44,Cavan,9012,Female
503,2024-04-13,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,Credit Card,25-34,Clare,14406,Female
504,2024-04-13,Mid Blue Straight Fit Jeans,Men → Jeans,2,€76.00,€30.40,Credit Card,35-44,Dublin,3856,Male
505,13 Apr 2024,Cream Vintage Bin,Homeware → Bed Bath,5,€360.00,€126.00,CC,45-54,Galway,4355,Female
506,2024-04-14,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Debit Card,25-34,Tipperary,14687,Female
507,14 Apr 2024,Cream Vintage Bin,Homeware → Bed Bath,2,€144.00,€50.40,Credit Card,35-44,Cavan,9012,Female
508,2024-04-14,Dawson Trolley,Homeware → Design,1,€57.00,€22.80,Credit Card,35-44,Galway,19547,Male
509,2024-04-14,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€14.85,€6.76,Debit Card,25-34,Cork,3787,Male
510,15 Apr 2024,White Short Sleeve Oxford Shirt,Men → Shirts,1,€53.00,€20.14,Credit Card,35-44,Wexford,10134,Female
511,2024-04-15,Dark Wash Straight Fit Jeans,Men → Jeans,1,€ 33.00,€13.20,Debit Card,55-64,Louth,10266,Female
512,2024-04-15,White Short Sleeve Bird Print Shirt,Men → Shirts,1,€29.00,€11.02,Debit Card,55-64,Limerick,6470,Female
513,2024-04-15,Rose Gold Two Tier Drainer,Homeware → Design,1,€31.00,€12.40,Credit Card,25-34,Cork,13116,Female
514,2024-04-15,White Cropped Leggings,Men → Trousers,1,€35.00,€17.15,Debit Card,25-34,Limerick,13684,Male
515,2024-04-16,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€16.50,€8.41,Debit Card,55-64,Clare,3562,Male
516,2024-04-16,Soft Velour Eyelet Lined Curtains,Homeware → Design,4,€424.00,€169.60,Credit Card,45-54,Mayo,12891,Male
517,2024-04-16,Multi Floral Print Short Dress,Women → Dresses,1,€27.90,€12.40,Credit Card,18-24,Dublin,12725,Male
518,2024-04-17,Navy Linen Blend Dress,Women → Dresses,1,€30.00,€15.00,Debit Card,35-44,Kildare,3419,Female
519,2024-04-17,Cydney Plaid Shirt,Women → Tops,1,€51.30,€28.50,Credit Card,18-24,Dublin,11691,Female
520,17 Apr 2024,Floral Embroidered Kaftan,Children → Girls Wear,3,€ 96.00,€48.96,Credit Card,35-44,Carlow,12991,Male
521,2024-04-17,Red/Charcoal Joggers Two Pack,Children → Boys Wear,1,€15.00,€7.65,PayPal,45-54,Kildare,14900,Female
522,2024-04-18,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,4,€86.00,€43.86,Credit Card,35-44,Limerick,6512,Female
523,2024-04-18,Rose Gold Two Tier Drainer,Homeware → Design,2,€62.00,€24.80,Credit Card,45-54,Cork,4931,Male
524,2024-04-18,Light Grey Straight Fit Jeans,Men → Jeans,2,€58.00,€23.20,Debit Card,25-34,Longford,19391,Female
525,2024-04-19,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,2,€ 43.00,€21.93,Credit Card,18-24,Galway,2050,Female
526,2024-04-19,Two pack Stars Bed Set,Homeware → Bed Bath,2,€67.00,€23.45,Credit Card,65+,Carlow,8756,Male
527,2024-04-19,Rose Print Prom Dress,Children → Girls Wear,-1,€37.00,€18.87,Debit Card,25-34,Dublin,11556,Female
528,2024-04-19,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€16.50,€8.41,Credit Card,35-44,Dublin,7312,Male
529,2024-04-20,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Credit Card,25-34,Kerry,13059,Female
530,2024-04-20,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Debit Card,25-34,Tipperary,3819,Female
531,2024-04-20,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,€17.50,€8.93,Credit Card,18-24,Dublin,14087,Male
532,2024-04-21,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,3,€55.50,€28.30,PayPal,35-44,Cork,10262,Female
533,2024-04-21,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,45-54,Dublin,9312,Female
534,2024-04-21,Navy Jersey Joggers,Men → Trousers,1,€24.00,€11.76,Credit Card,45-54,Cork,1222,Female
535,2024-04-21,Lattice Runner,Homeware → Design,1,€86.00,€34.40,Credit Card,18-24,Tipperary,13797,Male
536,2024-04-21,Red Wing Iron Ranger Boot,Men → Shoes,1,€87.00,€39.15,Credit Card,25-34,Dublin,6225,Female
537,2024-04-21,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€26.00,€13.26,CC,35-44,Dublin,10162,Prefer not to say
538,2024-04-21,Double Wall Mug,Homeware → Design,1,€12.50,€5.00,Credit Card,55-64,Sligo,16131,Prefer not to say
539,2024-04-22,Red/Charcoal Joggers Two Pack,Children → Boys Wear,2,€27.00,€12.30,Credit Card,45-54,Roscommon,19528,Female
540,2024-04-22,Red Wing Iron Ranger Boot,Men → Shoes,1,€87.00,€39.15,Credit Card,45-54,Dublin,14050,Female
541,2024-04-22,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,€29.70,€9.90,PayPal,45-54,Dublin,4765,Male
542,2024-04-23,Rose Gold Two Tier Drainer,Homeware → Design,2,€62.00,€24.80,Credit Card,45-54,Kildare,14547,Male
543,2024-04-23,Whitney Pullover,Women → Tops,2,€99.00,€55.00,Debit Card,35-44,Dublin,17662,Male
544,2024-04-24,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,3,€52.50,€26.77,Debit Card,25-34,Louth,5386,Prefer not to say
545,2024-04-24,Black Slim Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,18-24,Dublin,5978,Male
546,2024-04-24,Black Geo Jacquard Dress,Women → Dresses,1,€33.30,€14.80,Debit Card,25-34,Offaly,10994,Male
547,2024-04-24,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,Credit Card,35-44,Donegal,4444,Female
548,2024-04-24,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Credit Card,25-34,Galway,11116,Male
549,2024-04-24,Cydney Plaid Shirt,Women → Tops,2,€102.60,€57.00,Debit Card,25-34,Galway,15553,Female
550,2024-04-24,Mola Headlamp,Homeware → Design,2,€86.00,€34.40,Credit Card,25-34,Dublin,16256,Female
551,2024-04-24,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€ 29.00,€11.60,Credit Card,25-34,Dublin,18781,Female
552,2024-04-24,Dark Blue Belted Jeans,Men → Jeans,1,€29.00,€11.60,CC,55-64,Dublin,10231,Female
553,2024-04-25,Light Grey Straight Fit Jeans,Men → Jeans,2,€58.00,€23.20,Debit Card,25-34,Wicklow,17100,Prefer not to say
554,2024-04-25,White Short Sleeve Bird Print Shirt,Men → Shirts,1,€29.00,€11.02,Debit Card,35-44,Cork,1469,Female
555,2024-04-25,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€16.50,€8.41,Debit Card,25-34,Dublin,6819,Male
556,26 Apr 2024,Black Loose Fit Jeans with Stretch,Men → Jeans,-1,€29.00,€11.60,Credit Card,65+,Leitrim,4039,Male
557,2024-04-26,Black Signature Point Court Shoes,Women → Shoes,1,€39.60,€15.40,CC,35-44,Dublin,15622,Male
558,2024-04-26,Black Geo Jacquard Dress,Women → Dresses,2,€66.60,€29.60,CC,45-54,Galway,2103,Male
559,2024-04-26,White Short Sleeve Bird Print Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,25-34,Dublin,6225,Female
560,2024-04-26,Camp Stool,Homeware → Design,2,€33.00,€13.20,Credit Card,18-24,Tipperary,17187,Female
561,2024-04-27,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€16.50,€8.41,Debit Card,25-34,Westmeath,15300,Female
562,2024-04-27,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Credit Card,25-34,Leitrim,19303,Male
563,2024-04-27,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,2,€ 35.00,€17.85,Debit Card,55-64,Dublin,16634,Female
564,2024-04-27,Pink Cheque Shirt Dress,Children → Girls Wear,1,€ 16.50,€8.41,Credit Card,25-34,Limerick,13684,Male
565,2024-04-28,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Credit Card,18-24,Mayo,11066,Female
566,2024-04-28,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€16.50,€8.41,Credit Card,35-44,Cork,1662,Female
567,2024-04-28,Ultimate Feels Like Down Duvet,Homeware → Bed Bath,2,€136.00,€47.60,Credit Card,25-34,Wexford,5481,Male
568,28 Apr 2024,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Debit Card,25-34,Dublin,7634,Male
569,2024-04-29,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Debit Card,25-34,Leitrim,5439,Male
570,2024-04-29,Multi Floral Print Short Dress,Women → Dresses,1,€27.90,€12.40,Voucher,25-34,Mayo,7837,Male
571,2024-04-29,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,2,€37.00,€18.87,Credit Card,18-24,Leitrim,18412,Female
572,2024-04-30,Light Blue Ditsy Slub Dress,Women → Dresses,1,€22.50,€11.25,Debit Card,35-44,Dublin,12522,Prefer not to say
573,2024-05-01,Soft Velour Eyelet Lined Curtains,Homeware → Design,1,€106.00,€42.40,Credit Card,25-34,Westmeath,16706,Female
574,2024-05-01,Black Single Cuff Shirt,Men → Shirts,2,€84.00,€31.92,Debit Card,45-54,Mayo,19256,Male
575,2024-05-01,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,€ 17.50,€8.93,Credit Card,25-34,Dublin,5125,Female
576,2024-05-02,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€26.00,€13.26,PayPal,None,Cork,18141,Female
577,2024-05-02,Black Slim Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Debit Card,25-34,Dublin,6225,Female
578,2024-05-02,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,€17.50,€8.93,Debit Card,25-34,Dublin,1250,Female
579,2024-05-02,Multi Floral Print Short Dress,Women → Dresses,1,€31.00,€15.50,Debit Card,25-34,Dublin,11550,Male
580,02 May 2024,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Credit Card,18-24,Dublin,12253,Female
581,2024-05-02,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,45-54,Dublin,3097,Female
582,2024-05-03,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€16.50,€8.41,Debit Card,25-34,Dublin,12050,Male
583,2024-05-03,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Debit Card,18-24,Dublin,6458,Female
584,2024-05-03,Light Blue Ditsy Slub Dress,Women → Dresses,1,€22.50,€11.25,Debit Card,35-44,Dublin,6762,Female
585,2024-05-03,Soft Velour Eyelet Lined Curtains,Homeware → Design,3,€318.00,€127.20,Credit Card,25-34,Dublin,6169,Male
586,03 May 2024,Whitney Pullover,Women → Tops,3,€148.50,€82.50,Credit Card,45-54,Dublin,14169,Female
587,2024-05-03,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,Debit Card,35-44,Clare,4648,Female
588,2024-05-04,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€26.00,€13.26,Debit Card,35-44,Leitrim,5406,Female
589,2024-05-04,White Colour Block T-Shirt,Children → Boys Wear,3,€ 67.50,€34.42,Credit Card,25-34,Dublin,11712,Male
590,2024-05-04,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,€17.50,€8.93,Credit Card,25-34,Louth,12666,Female
591,2024-05-05,Mid Blue Straight Fit Jeans,Men → Jeans,1,€38.00,€15.20,Debit Card,45-54,Limerick,9962,Male
592,2024-05-05,Black Signature Point Court Shoes,Men → Shoes,1,€44.00,€19.80,Credit Card,55-64,Clare,3562,Male
593,2024-05-05,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,€17.50,€8.93,Credit Card,45-54,Dublin,2675,Male
594,2024-05-05,Dark Blue Belted Jeans,Men → Jeans,1,€29.00,€11.60,PayPal,18-24,Dublin,10791,Male
595,2024-05-06,White Tie and Shirt Set,Men → Shirts,1,€35.00,€13.30,Credit Card,35-44,Laois,11919,Female
596,2024-05-06,Navy Linen Blend Dress,Women → Dresses,1,€30.00,€15.00,Voucher,25-34,Limerick,19119,Female
597,2024-05-06,Grey Marl Panda Face Crew,Children → Boys Wear,3,€34.50,€17.59,Credit Card,35-44,Dublin,12881,Female
598,2024-05-06,Metallic Cross Strap Block Heels,Men → Shoes,1,€58.50,€22.75,CC,18-24,Waterford,6234,Male
599,2024-05-06,Floral Embroidered Kaftan,Children → Girls Wear,1,€32.00,€16.32,Debit Card,35-44,Clare,7447,Female
600,2024-05-06,White Short Sleeve Bird Print Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,25-34,Cork,1969,Male
601,2024-05-07,Floral Embroidered Kaftan,Children → Girls Wear,1,€32.00,€16.32,Credit Card,35-44,Donegal,19037,Female
602,2024-05-07,Floral Embroidered Kaftan,Children → Girls Wear,2,€64.00,€32.64,PayPal,18-24,Monaghan,2966,Male
603,2024-05-07,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,3,€64.50,€32.90,Debit Card,55-64,Tipperary,15697,Male
